id,"name","description","category","subcategory","type","subtype","startdatetime","status","lastmodifiedby","lastmodifieddatetime","domain","recordtype_id"
2099,,,,,,,"2016-07-01 00:11:01","Active","echasin","2016-07-01 00:00:00","DEMO",300
2100,,,,,,,"2016-07-01 00:11:02","Active","echasin","2016-07-01 00:00:00","DEMO",300
2101,,,,,,,"2016-07-01 00:11:03","Active","echasin","2016-07-01 00:00:00","DEMO",300
2102,,,,,,,"2016-07-01 00:11:04","Active","echasin","2016-07-01 00:00:00","DEMO",300
2103,,,,,,,"2016-07-01 00:11:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
2104,,,,,,,"2016-07-01 00:11:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
2105,,,,,,,"2016-07-01 00:11:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
2106,,,,,,,"2016-07-01 00:11:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
2107,,,,,,,"2016-07-01 00:11:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
2108,,,,,,,"2016-07-01 00:11:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
2109,,,,,,,"2016-07-01 00:11:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
2110,,,,,,,"2016-07-01 00:11:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
2111,,,,,,,"2016-07-01 00:11:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
2112,,,,,,,"2016-07-01 00:11:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
2113,,,,,,,"2016-07-01 00:11:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
2114,,,,,,,"2016-07-01 00:11:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
2115,,,,,,,"2016-07-01 00:11:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
2116,,,,,,,"2016-07-01 00:11:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
2117,,,,,,,"2016-07-01 00:11:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
2118,,,,,,,"2016-07-01 00:11:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
2119,,,,,,,"2016-07-01 00:11:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
2120,,,,,,,"2016-07-01 00:11:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
2121,,,,,,,"2016-07-01 00:11:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
2122,,,,,,,"2016-07-01 00:11:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
2123,,,,,,,"2016-07-01 00:11:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
2124,,,,,,,"2016-07-01 00:11:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
2125,,,,,,,"2016-07-01 00:11:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
2126,,,,,,,"2016-07-01 00:11:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
2127,,,,,,,"2016-07-01 00:11:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
2128,,,,,,,"2016-07-01 00:11:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
2129,,,,,,,"2016-07-01 00:11:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
2130,,,,,,,"2016-07-01 00:11:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
2131,,,,,,,"2016-07-01 00:11:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
2132,,,,,,,"2016-07-01 00:11:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
2133,,,,,,,"2016-07-01 00:11:35","Active","echasin","2016-07-01 00:00:00","DEMO",300
2134,,,,,,,"2016-07-01 00:11:36","Active","echasin","2016-07-01 00:00:00","DEMO",300
2135,,,,,,,"2016-07-01 00:11:37","Active","echasin","2016-07-01 00:00:00","DEMO",300
2136,,,,,,,"2016-07-01 00:11:38","Active","echasin","2016-07-01 00:00:00","DEMO",300
2137,,,,,,,"2016-07-01 00:11:39","Active","echasin","2016-07-01 00:00:00","DEMO",300
2138,,,,,,,"2016-07-01 00:11:40","Active","echasin","2016-07-01 00:00:00","DEMO",300
2139,,,,,,,"2016-07-01 00:11:41","Active","echasin","2016-07-01 00:00:00","DEMO",300
2140,,,,,,,"2016-07-01 00:11:42","Active","echasin","2016-07-01 00:00:00","DEMO",300
2141,,,,,,,"2016-07-01 00:11:43","Active","echasin","2016-07-01 00:00:00","DEMO",300
2142,,,,,,,"2016-07-01 00:11:44","Active","echasin","2016-07-01 00:00:00","DEMO",300
2143,,,,,,,"2016-07-01 00:11:45","Active","echasin","2016-07-01 00:00:00","DEMO",300
2144,,,,,,,"2016-07-01 00:11:46","Active","echasin","2016-07-01 00:00:00","DEMO",300
2145,,,,,,,"2016-07-01 00:11:47","Active","echasin","2016-07-01 00:00:00","DEMO",300
2146,,,,,,,"2016-07-01 00:11:48","Active","echasin","2016-07-01 00:00:00","DEMO",300
2147,,,,,,,"2016-07-01 00:11:49","Active","echasin","2016-07-01 00:00:00","DEMO",300
2148,,,,,,,"2016-07-01 00:11:50","Active","echasin","2016-07-01 00:00:00","DEMO",300
2149,,,,,,,"2016-07-01 00:11:51","Active","echasin","2016-07-01 00:00:00","DEMO",300
2150,,,,,,,"2016-07-01 00:11:52","Active","echasin","2016-07-01 00:00:00","DEMO",300
2151,,,,,,,"2016-07-01 00:11:53","Active","echasin","2016-07-01 00:00:00","DEMO",300
2152,,,,,,,"2016-07-01 00:11:54","Active","echasin","2016-07-01 00:00:00","DEMO",300
2153,,,,,,,"2016-07-01 00:11:55","Active","echasin","2016-07-01 00:00:00","DEMO",300
2154,,,,,,,"2016-07-01 00:11:56","Active","echasin","2016-07-01 00:00:00","DEMO",300
2155,,,,,,,"2016-07-01 00:11:57","Active","echasin","2016-07-01 00:00:00","DEMO",300
2156,,,,,,,"2016-07-01 00:11:58","Active","echasin","2016-07-01 00:00:00","DEMO",300
2157,,,,,,,"2016-07-01 00:11:59","Active","echasin","2016-07-01 00:00:00","DEMO",300
2158,,,,,,,"2016-07-01 00:11:60","Active","echasin","2016-07-01 00:00:00","DEMO",300
2159,,,,,,,"2016-07-01 00:12:00","Active","echasin","2016-07-01 00:00:00","DEMO",300
2160,,,,,,,"2016-07-01 00:12:01","Active","echasin","2016-07-01 00:00:00","DEMO",300
2161,,,,,,,"2016-07-01 00:12:02","Active","echasin","2016-07-01 00:00:00","DEMO",300
2162,,,,,,,"2016-07-01 00:12:03","Active","echasin","2016-07-01 00:00:00","DEMO",300
2163,,,,,,,"2016-07-01 00:12:04","Active","echasin","2016-07-01 00:00:00","DEMO",300
2164,,,,,,,"2016-07-01 00:12:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
2165,,,,,,,"2016-07-01 00:12:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
2166,,,,,,,"2016-07-01 00:12:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
2167,,,,,,,"2016-07-01 00:12:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
2168,,,,,,,"2016-07-01 00:12:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
2169,,,,,,,"2016-07-01 00:12:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
2170,,,,,,,"2016-07-01 00:12:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
2171,,,,,,,"2016-07-01 00:12:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
2172,,,,,,,"2016-07-01 00:12:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
2173,,,,,,,"2016-07-01 00:12:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
2174,,,,,,,"2016-07-01 00:12:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
2175,,,,,,,"2016-07-01 00:12:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
2176,,,,,,,"2016-07-01 00:12:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
2177,,,,,,,"2016-07-01 00:12:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
2178,,,,,,,"2016-07-01 00:12:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
2179,,,,,,,"2016-07-01 00:12:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
2180,,,,,,,"2016-07-01 00:12:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
2181,,,,,,,"2016-07-01 00:12:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
2182,,,,,,,"2016-07-01 00:12:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
2183,,,,,,,"2016-07-01 00:12:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
2184,,,,,,,"2016-07-01 00:12:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
2185,,,,,,,"2016-07-01 00:12:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
2186,,,,,,,"2016-07-01 00:12:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
2187,,,,,,,"2016-07-01 00:12:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
2188,,,,,,,"2016-07-01 00:12:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
2189,,,,,,,"2016-07-01 00:12:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
2190,,,,,,,"2016-07-01 00:12:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
2191,,,,,,,"2016-07-01 00:12:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
2192,,,,,,,"2016-07-01 00:12:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
2193,,,,,,,"2016-07-01 00:12:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
2194,,,,,,,"2016-07-01 00:12:35","Active","echasin","2016-07-01 00:00:00","DEMO",300
2195,,,,,,,"2016-07-01 00:12:36","Active","echasin","2016-07-01 00:00:00","DEMO",300
2196,,,,,,,"2016-07-01 00:12:37","Active","echasin","2016-07-01 00:00:00","DEMO",300
2197,,,,,,,"2016-07-01 00:12:38","Active","echasin","2016-07-01 00:00:00","DEMO",300
2198,,,,,,,"2016-07-01 00:12:39","Active","echasin","2016-07-01 00:00:00","DEMO",300
2199,,,,,,,"2016-07-01 00:12:40","Active","echasin","2016-07-01 00:00:00","DEMO",300
2200,,,,,,,"2016-07-01 00:12:41","Active","echasin","2016-07-01 00:00:00","DEMO",300
2201,,,,,,,"2016-07-01 00:12:42","Active","echasin","2016-07-01 00:00:00","DEMO",300
2202,,,,,,,"2016-07-01 00:12:43","Active","echasin","2016-07-01 00:00:00","DEMO",300
2203,,,,,,,"2016-07-01 00:12:44","Active","echasin","2016-07-01 00:00:00","DEMO",300
2204,,,,,,,"2016-07-01 00:12:45","Active","echasin","2016-07-01 00:00:00","DEMO",300
2205,,,,,,,"2016-07-01 00:12:46","Active","echasin","2016-07-01 00:00:00","DEMO",300
2206,,,,,,,"2016-07-01 00:12:47","Active","echasin","2016-07-01 00:00:00","DEMO",300
2207,,,,,,,"2016-07-01 00:12:48","Active","echasin","2016-07-01 00:00:00","DEMO",300
2208,,,,,,,"2016-07-01 00:12:49","Active","echasin","2016-07-01 00:00:00","DEMO",300
2209,,,,,,,"2016-07-01 00:12:50","Active","echasin","2016-07-01 00:00:00","DEMO",300
2210,,,,,,,"2016-07-01 00:12:51","Active","echasin","2016-07-01 00:00:00","DEMO",300
2211,,,,,,,"2016-07-01 00:12:52","Active","echasin","2016-07-01 00:00:00","DEMO",300
2212,,,,,,,"2016-07-01 00:12:53","Active","echasin","2016-07-01 00:00:00","DEMO",300
2213,,,,,,,"2016-07-01 00:12:54","Active","echasin","2016-07-01 00:00:00","DEMO",300
2214,,,,,,,"2016-07-01 00:12:55","Active","echasin","2016-07-01 00:00:00","DEMO",300
2215,,,,,,,"2016-07-01 00:12:56","Active","echasin","2016-07-01 00:00:00","DEMO",300
2216,,,,,,,"2016-07-01 00:12:57","Active","echasin","2016-07-01 00:00:00","DEMO",300
2217,,,,,,,"2016-07-01 00:12:58","Active","echasin","2016-07-01 00:00:00","DEMO",300
2218,,,,,,,"2016-07-01 00:12:59","Active","echasin","2016-07-01 00:00:00","DEMO",300
2219,,,,,,,"2016-07-01 00:12:60","Active","echasin","2016-07-01 00:00:00","DEMO",300
2220,,,,,,,"2016-07-01 00:13:00","Active","echasin","2016-07-01 00:00:00","DEMO",300
2221,,,,,,,"2016-07-01 00:13:01","Active","echasin","2016-07-01 00:00:00","DEMO",300
2222,,,,,,,"2016-07-01 00:13:02","Active","echasin","2016-07-01 00:00:00","DEMO",300
2223,,,,,,,"2016-07-01 00:13:03","Active","echasin","2016-07-01 00:00:00","DEMO",300
2224,,,,,,,"2016-07-01 00:13:04","Active","echasin","2016-07-01 00:00:00","DEMO",300
2225,,,,,,,"2016-07-01 00:13:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
2226,,,,,,,"2016-07-01 00:13:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
2227,,,,,,,"2016-07-01 00:13:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
2228,,,,,,,"2016-07-01 00:13:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
2229,,,,,,,"2016-07-01 00:13:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
2230,,,,,,,"2016-07-01 00:13:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
2231,,,,,,,"2016-07-01 00:13:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
2232,,,,,,,"2016-07-01 00:13:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
2233,,,,,,,"2016-07-01 00:13:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
2234,,,,,,,"2016-07-01 00:13:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
2235,,,,,,,"2016-07-01 00:13:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
2236,,,,,,,"2016-07-01 00:13:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
2237,,,,,,,"2016-07-01 00:13:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
2238,,,,,,,"2016-07-01 00:13:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
2239,,,,,,,"2016-07-01 00:13:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
2240,,,,,,,"2016-07-01 00:13:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
2241,,,,,,,"2016-07-01 00:13:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
2242,,,,,,,"2016-07-01 00:13:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
2243,,,,,,,"2016-07-01 00:13:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
2244,,,,,,,"2016-07-01 00:13:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
2245,,,,,,,"2016-07-01 00:13:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
2246,,,,,,,"2016-07-01 00:13:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
2247,,,,,,,"2016-07-01 00:13:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
2248,,,,,,,"2016-07-01 00:13:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
2249,,,,,,,"2016-07-01 00:13:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
2250,,,,,,,"2016-07-01 00:13:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
2251,,,,,,,"2016-07-01 00:13:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
2252,,,,,,,"2016-07-01 00:13:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
2253,,,,,,,"2016-07-01 00:13:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
2254,,,,,,,"2016-07-01 00:13:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
2255,,,,,,,"2016-07-01 00:13:35","Active","echasin","2016-07-01 00:00:00","DEMO",300
2256,,,,,,,"2016-07-01 00:13:36","Active","echasin","2016-07-01 00:00:00","DEMO",300
2257,,,,,,,"2016-07-01 00:13:37","Active","echasin","2016-07-01 00:00:00","DEMO",300
2258,,,,,,,"2016-07-01 00:13:38","Active","echasin","2016-07-01 00:00:00","DEMO",300
2259,,,,,,,"2016-07-01 00:13:39","Active","echasin","2016-07-01 00:00:00","DEMO",300
2260,,,,,,,"2016-07-01 00:13:40","Active","echasin","2016-07-01 00:00:00","DEMO",300
2261,,,,,,,"2016-07-01 00:13:41","Active","echasin","2016-07-01 00:00:00","DEMO",300
2262,,,,,,,"2016-07-01 00:13:42","Active","echasin","2016-07-01 00:00:00","DEMO",300
2263,,,,,,,"2016-07-01 00:13:43","Active","echasin","2016-07-01 00:00:00","DEMO",300
2264,,,,,,,"2016-07-01 00:13:44","Active","echasin","2016-07-01 00:00:00","DEMO",300
2265,,,,,,,"2016-07-01 00:13:45","Active","echasin","2016-07-01 00:00:00","DEMO",300
2266,,,,,,,"2016-07-01 00:13:46","Active","echasin","2016-07-01 00:00:00","DEMO",300
2267,,,,,,,"2016-07-01 00:13:47","Active","echasin","2016-07-01 00:00:00","DEMO",300
2268,,,,,,,"2016-07-01 00:13:48","Active","echasin","2016-07-01 00:00:00","DEMO",300
2269,,,,,,,"2016-07-01 00:13:49","Active","echasin","2016-07-01 00:00:00","DEMO",300
2270,,,,,,,"2016-07-01 00:13:50","Active","echasin","2016-07-01 00:00:00","DEMO",300
2271,,,,,,,"2016-07-01 00:13:51","Active","echasin","2016-07-01 00:00:00","DEMO",300
2272,,,,,,,"2016-07-01 00:13:52","Active","echasin","2016-07-01 00:00:00","DEMO",300
2273,,,,,,,"2016-07-01 00:13:53","Active","echasin","2016-07-01 00:00:00","DEMO",300
2274,,,,,,,"2016-07-01 00:13:54","Active","echasin","2016-07-01 00:00:00","DEMO",300
2275,,,,,,,"2016-07-01 00:13:55","Active","echasin","2016-07-01 00:00:00","DEMO",300
2276,,,,,,,"2016-07-01 00:13:56","Active","echasin","2016-07-01 00:00:00","DEMO",300
2277,,,,,,,"2016-07-01 00:13:57","Active","echasin","2016-07-01 00:00:00","DEMO",300
2278,,,,,,,"2016-07-01 00:13:58","Active","echasin","2016-07-01 00:00:00","DEMO",300
2279,,,,,,,"2016-07-01 00:13:59","Active","echasin","2016-07-01 00:00:00","DEMO",300
2280,,,,,,,"2016-07-01 00:13:60","Active","echasin","2016-07-01 00:00:00","DEMO",300
2281,,,,,,,"2016-07-01 00:13:00","Active","echasin","2016-07-01 00:00:00","DEMO",300
2282,,,,,,,"2016-07-01 00:13:01","Active","echasin","2016-07-01 00:00:00","DEMO",300
2283,,,,,,,"2016-07-01 00:13:02","Active","echasin","2016-07-01 00:00:00","DEMO",300
2284,,,,,,,"2016-07-01 00:13:03","Active","echasin","2016-07-01 00:00:00","DEMO",300
2285,,,,,,,"2016-07-01 00:13:04","Active","echasin","2016-07-01 00:00:00","DEMO",300
2286,,,,,,,"2016-07-01 00:13:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
2287,,,,,,,"2016-07-01 00:13:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
2288,,,,,,,"2016-07-01 00:13:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
2289,,,,,,,"2016-07-01 00:13:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
2290,,,,,,,"2016-07-01 00:13:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
2291,,,,,,,"2016-07-01 00:13:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
2292,,,,,,,"2016-07-01 00:13:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
2293,,,,,,,"2016-07-01 00:13:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
2294,,,,,,,"2016-07-01 00:13:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
2295,,,,,,,"2016-07-01 00:13:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
2296,,,,,,,"2016-07-01 00:13:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
2297,,,,,,,"2016-07-01 00:13:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
2298,,,,,,,"2016-07-01 00:13:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
2299,,,,,,,"2016-07-01 00:13:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
2300,,,,,,,"2016-07-01 00:13:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
2301,,,,,,,"2016-07-01 00:13:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
2302,,,,,,,"2016-07-01 00:13:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
2303,,,,,,,"2016-07-01 00:13:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
2304,,,,,,,"2016-07-01 00:13:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
2305,,,,,,,"2016-07-01 00:13:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
2306,,,,,,,"2016-07-01 00:13:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
2307,,,,,,,"2016-07-01 00:13:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
2308,,,,,,,"2016-07-01 00:13:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
2309,,,,,,,"2016-07-01 00:13:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
2310,,,,,,,"2016-07-01 00:13:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
2311,,,,,,,"2016-07-01 00:13:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
2312,,,,,,,"2016-07-01 00:13:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
2313,,,,,,,"2016-07-01 00:13:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
2314,,,,,,,"2016-07-01 00:13:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
2315,,,,,,,"2016-07-01 00:13:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
2316,,,,,,,"2016-07-01 00:13:35","Active","echasin","2016-07-01 00:00:00","DEMO",300
2317,,,,,,,"2016-07-01 00:13:36","Active","echasin","2016-07-01 00:00:00","DEMO",300
2318,,,,,,,"2016-07-01 00:13:37","Active","echasin","2016-07-01 00:00:00","DEMO",300
2319,,,,,,,"2016-07-01 00:13:38","Active","echasin","2016-07-01 00:00:00","DEMO",300
2320,,,,,,,"2016-07-01 00:13:39","Active","echasin","2016-07-01 00:00:00","DEMO",300
2321,,,,,,,"2016-07-01 00:13:40","Active","echasin","2016-07-01 00:00:00","DEMO",300
2322,,,,,,,"2016-07-01 00:13:41","Active","echasin","2016-07-01 00:00:00","DEMO",300
2323,,,,,,,"2016-07-01 00:13:42","Active","echasin","2016-07-01 00:00:00","DEMO",300
2324,,,,,,,"2016-07-01 00:13:43","Active","echasin","2016-07-01 00:00:00","DEMO",300
2325,,,,,,,"2016-07-01 00:13:44","Active","echasin","2016-07-01 00:00:00","DEMO",300
2326,,,,,,,"2016-07-01 00:13:45","Active","echasin","2016-07-01 00:00:00","DEMO",300
2327,,,,,,,"2016-07-01 00:13:46","Active","echasin","2016-07-01 00:00:00","DEMO",300
2328,,,,,,,"2016-07-01 00:13:47","Active","echasin","2016-07-01 00:00:00","DEMO",300
2329,,,,,,,"2016-07-01 00:13:48","Active","echasin","2016-07-01 00:00:00","DEMO",300
2330,,,,,,,"2016-07-01 00:13:49","Active","echasin","2016-07-01 00:00:00","DEMO",300
2331,,,,,,,"2016-07-01 00:13:50","Active","echasin","2016-07-01 00:00:00","DEMO",300
2332,,,,,,,"2016-07-01 00:13:51","Active","echasin","2016-07-01 00:00:00","DEMO",300
2333,,,,,,,"2016-07-01 00:13:52","Active","echasin","2016-07-01 00:00:00","DEMO",300
2334,,,,,,,"2016-07-01 00:13:53","Active","echasin","2016-07-01 00:00:00","DEMO",300
2335,,,,,,,"2016-07-01 00:13:54","Active","echasin","2016-07-01 00:00:00","DEMO",300
2336,,,,,,,"2016-07-01 00:13:55","Active","echasin","2016-07-01 00:00:00","DEMO",300
2337,,,,,,,"2016-07-01 00:13:56","Active","echasin","2016-07-01 00:00:00","DEMO",300
2338,,,,,,,"2016-07-01 00:13:57","Active","echasin","2016-07-01 00:00:00","DEMO",300
2339,,,,,,,"2016-07-01 00:13:58","Active","echasin","2016-07-01 00:00:00","DEMO",300
2340,,,,,,,"2016-07-01 00:13:59","Active","echasin","2016-07-01 00:00:00","DEMO",300
2341,,,,,,,"2016-07-01 00:13:60","Active","echasin","2016-07-01 00:00:00","DEMO",300
2342,,,,,,,"2016-07-01 00:14:00","Active","echasin","2016-07-01 00:00:00","DEMO",300
2343,,,,,,,"2016-07-01 00:14:01","Active","echasin","2016-07-01 00:00:00","DEMO",300
2344,,,,,,,"2016-07-01 00:14:02","Active","echasin","2016-07-01 00:00:00","DEMO",300
2345,,,,,,,"2016-07-01 00:14:03","Active","echasin","2016-07-01 00:00:00","DEMO",300
2346,,,,,,,"2016-07-01 00:14:04","Active","echasin","2016-07-01 00:00:00","DEMO",300
2347,,,,,,,"2016-07-01 00:14:05","Active","echasin","2016-07-01 00:00:00","DEMO",300
2348,,,,,,,"2016-07-01 00:14:06","Active","echasin","2016-07-01 00:00:00","DEMO",300
2349,,,,,,,"2016-07-01 00:14:07","Active","echasin","2016-07-01 00:00:00","DEMO",300
2350,,,,,,,"2016-07-01 00:14:08","Active","echasin","2016-07-01 00:00:00","DEMO",300
2351,,,,,,,"2016-07-01 00:14:09","Active","echasin","2016-07-01 00:00:00","DEMO",300
2352,,,,,,,"2016-07-01 00:14:10","Active","echasin","2016-07-01 00:00:00","DEMO",300
2353,,,,,,,"2016-07-01 00:14:11","Active","echasin","2016-07-01 00:00:00","DEMO",300
2354,,,,,,,"2016-07-01 00:14:12","Active","echasin","2016-07-01 00:00:00","DEMO",300
2355,,,,,,,"2016-07-01 00:14:13","Active","echasin","2016-07-01 00:00:00","DEMO",300
2356,,,,,,,"2016-07-01 00:14:14","Active","echasin","2016-07-01 00:00:00","DEMO",300
2357,,,,,,,"2016-07-01 00:14:15","Active","echasin","2016-07-01 00:00:00","DEMO",300
2358,,,,,,,"2016-07-01 00:14:16","Active","echasin","2016-07-01 00:00:00","DEMO",300
2359,,,,,,,"2016-07-01 00:14:17","Active","echasin","2016-07-01 00:00:00","DEMO",300
2360,,,,,,,"2016-07-01 00:14:18","Active","echasin","2016-07-01 00:00:00","DEMO",300
2361,,,,,,,"2016-07-01 00:14:19","Active","echasin","2016-07-01 00:00:00","DEMO",300
2362,,,,,,,"2016-07-01 00:14:20","Active","echasin","2016-07-01 00:00:00","DEMO",300
2363,,,,,,,"2016-07-01 00:14:21","Active","echasin","2016-07-01 00:00:00","DEMO",300
2364,,,,,,,"2016-07-01 00:14:22","Active","echasin","2016-07-01 00:00:00","DEMO",300
2365,,,,,,,"2016-07-01 00:14:23","Active","echasin","2016-07-01 00:00:00","DEMO",300
2366,,,,,,,"2016-07-01 00:14:24","Active","echasin","2016-07-01 00:00:00","DEMO",300
2367,,,,,,,"2016-07-01 00:14:25","Active","echasin","2016-07-01 00:00:00","DEMO",300
2368,,,,,,,"2016-07-01 00:14:26","Active","echasin","2016-07-01 00:00:00","DEMO",300
2369,,,,,,,"2016-07-01 00:14:27","Active","echasin","2016-07-01 00:00:00","DEMO",300
2370,,,,,,,"2016-07-01 00:14:28","Active","echasin","2016-07-01 00:00:00","DEMO",300
2371,,,,,,,"2016-07-01 00:14:29","Active","echasin","2016-07-01 00:00:00","DEMO",300
2372,,,,,,,"2016-07-01 00:14:30","Active","echasin","2016-07-01 00:00:00","DEMO",300
2373,,,,,,,"2016-07-01 00:14:31","Active","echasin","2016-07-01 00:00:00","DEMO",300
2374,,,,,,,"2016-07-01 00:14:32","Active","echasin","2016-07-01 00:00:00","DEMO",300
2375,,,,,,,"2016-07-01 00:14:33","Active","echasin","2016-07-01 00:00:00","DEMO",300
2376,,,,,,,"2016-07-01 00:14:34","Active","echasin","2016-07-01 00:00:00","DEMO",300
